number,title,classification,year,date,latitude,longitude,magnitude,data
23395,Report 23395: Deer hunters have close sighting along Dry Fork Creek.,Infected,2006,Oct-16,38.946,-89.582,5,
28484,Report 28484: Vocalizations and a sighting with a spotlight near Murrayville,Infected,2006,Jul-22,39.57463,-90.24173,5,
28534,Report 28534: Runner has sighting near home south of Jacksonville,Infected,2006,Aug-26,39.53747,-90.17564,5,
22981,Report 22981: Motorcyclist has up-close sighting near Beech Grove,Infected,2006,07-Dec,37.6095,-87.344,5,
24131,Report 24131: Large bipedal animal strolls past home near the Daniel Boone National Forest,Infected,2006,Dec-22,37.49582,-83.89224,5,
40278,Report 40278: Hunter in a ghillie suit on Pine Mountain has a close encounter,Infected,2006,12-Sep,37.00633,-83.56467,5,
15187,"Report 15187: Resident reports numerous incidents in his neighborhood outside Allen, near borders of MI, IN and OH",Infected,2006,04-Nov,41.9773,-84.7802,5,
16566,Report 16566: Dusk sighting by cyclist north of the town of Virginia,Infected,2006,11-Oct,47.5754,-92.53,5,
13494,Report 13494: Sundown sighting near Tishomingo State Park,Infected,2006,01-May,34.60905,-88.19894,5,
13515,Report 13515: Late afternoon sighting in the Pine Barrens,Infected,2006,03-Sep,39.7962,-74.3749,5,
16308,Report 16308: Man describes sighting during teen years in Alaire State Park,Infected,2006,Oct-18,40.16471,-3706646,5,
7368,Report 7368: Morning sighting by deer hunter near Naples,Infected,2006,10-Jul,42.6153,-77.4028,5,
26646,Report 26646: Daylight sighting by mother and daughter at the Illinois River outside Cave Junction,Infected,2006,Nov-15,42.16024,-123.6216,5,
13714,Report 13714: Daylight sighting behind business near Allison Park,Infected,2006,Jan-30,40.5833,-79.9167,5,
14677,Report 14677: Late night road crossing near Apollo,Infected,2006,09-Feb,40.5258,-79.6575,5,
14154,Report 14154: Night time sighting by motorist near Hartsville,Infected,2006,Mar-13,34.374,-80.074,5,
16557,Report 16557: Early evening sighting by motorist on Hwy 244 near Horsethief Lake,Infected,2006,11-Apr,43.89875,-103.4966,5,
29455,Report 29455: Truck driver has early morning sighting on Highway 44 near Missouri River,Infected,2006,Nov-14,43.37663,-99.1903,5,
15060,Report 15060: Night time sighting by motorists on Interstate 75 just south of Hiwassee River,Infected,2006,07-Oct,35.18597,-84.48414,5,
14638,"Report 14638: Woman describes husband's daytime sighting on ranch near Quitman, TX.",Infected,2006,02-Jan,32.85232,-95.46671,5,
21850,"Report 21850: Camper startles a ""Chewbacca"" like creature in Palo Duro Canyon State Park",Infected,2006,Oct-21,34.93243,-101.667,5,
15336,"Report 15336: Daytime sighting at Labaron Lake, Fishlake National Forest.",Infected,2006,Aug-15,38.225,-112.35,5,
26948,Report 26948: Daylight sighting by hunter near rural homes in the Wellsville Mountains,Infected,2006,Oct-21,41.7086,-112.0179,5,
14952,Report 14952: Driver sees running figure along road at night near Woodlake,Infected,2006,06-Feb,37.44378,-77.6257,5,
14534,Report 14534: Multiple witness sighting in daylight in a remote area near Holden,Infected,2006,Jul-25,48.19923,-120.7772,5,
14982,Report 14982: Jefferson Head encounter by community service group,Infected,2006,11-Mar,47.74897,-122.4966,5,
15135,Report 15135: Dusk sighting by a couple near a spring outside Omak,Infected,2006,Sep-28,48.32956,-119.187,5,
15721,Report 15721: Forest worker has an encounter near Mount Rainier,Infected,2006,Aug-15,46.84565,-122.3076,5,
18620,Report 18620: Hunter describes close encounter outside Doty,Infected,2006,Nov-18,46.60207,-123.3749,5,
26567,Report 26567: Sasquatch sighted crossing Elk Meadows parking lot near Toutle Lake,Infected,2006,Nov-18,46.2965,-122.3431,5,
15050,Report 15050: County parks employee's early morning sighting near Rib River,Infected,2006,Jun-25,45.0902,-89.9905,5,
16870,Report 16870: Daylight sighting by motorist of a juvenile north of Whitehall,Infected,2006,12-Jun,44.4049,-91.3171,5,
29294,Report 29294: Sundown sighting by teen on bicycle in Eau Galle River bottoms,Infected,2006,Jul-27,44.75668,-92.03925,5,
13949,Report 13949: Late-night road-crossing sighting by firefighter near the Potomac River,Infected,2006,07-Apr,39.5392,-77.9407,5,
15355,Report 15355: Early morning sighting by bat survey crew,Infected,2006,Jul-29,38.2128,-81.70641,5,
15481,Report 15481: Early morning sighting by motorists on Tolsia Highway outside Kenova,Infected,2006,08-Oct,38.35727,-82.59348,5,
16204,Report 16204: Repeat visitations described near rural home,Infected,2006,10-Aug,39.5226,-78.49429,5,
16529,Report 16529: Nighttime sighting by motorist along US-250 outside Belington,Infected,2006,Mar-18,39.03496,-79.95418,5,
16890,Report 16890: Repeat visitations described near rural home outside Princeton,Infected,2006,Jul-15,37.32091,-81.1271,5,
8921,Report 8921: Possible daylight sighting near freeway outside Birmingham,Not Infected,2006,06-Mar,33.00014,-86.00004,5,
15597,Report 15597: Possible vocalizations reported near Tanner,Not Infected,2006,Sep-22,34.73139,-86.97057,5,
13773,"Report 13773: Possible vocalization along the Verde River, near Dead Horse Ranch State Park",Not Infected,2006,Jan-15,34.7,-112.05,5,
14508,Report 14508: Possible vocalizations heard by campers near Knoll Lake,Not Infected,2006,Apr-23,34.475,-111.08,5,
15125,Report 15125: Various late night vocalizations heard on a property near Flagstaff.,Not Infected,2006,07-Mar,35.09,-111.7,5,
15441,Report 15441: Possible vocalizations heard near Bear Canyon Lake.,Not Infected,2006,08-Jun,34.425,-111.375,5,
16520,Report 16520: Possible vocalizations heard at Woods Canyon Lake.,Not Infected,2006,11-Mar,34.34,-110.9725,5,
20235,Report 20235: Possible vocalizations heard near Snow Bowl on San Francisco Peaks,Not Infected,2006,Aug-15,35.3,-111.675,5,
369,Report 369: Possible vocalizations heard by backcountry hikers in Redwoods National Park,Not Infected,2006,May-31,41.16,-123.9,5,
13549,Report 13549: Evening sighting by a motorist near Shingletown,Not Infected,2006,01-Jul,40.4999,-121.9167,5,
13839,Report 13839: Possible vocals heard by family camping near Happy Camp,Not Infected,2006,Jul-15,41.8111,-123.375,5,
14953,Report 14953: Possible intimidation in the late afternoon reported by hikers in the Big Tujunga Canyon area.,Not Infected,2006,Jul-30,34.25,-118.225,5,
15013,Report 15013: Possible growling at hikers near the San Gabriel Wilderness,Not Infected,2006,07-Oct,34.2802,-117.8333,5,
15174,Report 15174: Campers report possible approach in Malakoff Historical State Park,Not Infected,2006,07-Aug,39.374,-120.914,5,
15197,Report 15197: Possible vocalizations heard by mother and children at Lake Moran near Dorrington,Not Infected,2006,07-Mar,38.23475,-120.1862,5,
15344,Report 15344: Possible vocalizations heard near Lake Tahoe,Not Infected,2006,11-Jan,39.0833,-120.1666,5,
15540,Report 15540: Woman describes a childhood encounter outside a tent on the edge of Lake Shasta,Not Infected,2006,Aug-21,40.8833,-122.2333,5,
15652,Report 15652: Possible vocalizations heard in Humboldt State Redwoods,Not Infected,2006,Aug-23,40.3,-124.2,5,
16722,Report 16722: Possible vocalizations heard by resident near Twain Harte,Not Infected,2006,Nov-19,38.015,-120.245,5,
17458,Report 17458: Hikers describe possible stalking and vocalizations the John Muir Wilderness,Not Infected,2006,Jul-14,37.1303,-118.9386,5,
18325,Report 18325: Possible sighting and howls heard by deer hunters in John Muir Wilderness.,Not Infected,2006,Oct-26,37.28675,-118.8741,5,
23974,Report 23974: Camping couple report possible vocalizations outside Long Barn around 6:30 AM,Not Infected,2006,Oct-21,38.09832,-120.0397,5,
13583,Report 13583: Possible tracks and vocalizations outside Lumby,Not Infected,2006,Jan-15,50.24532,-118.7652,5,
14020,Report 14020: Possible knocking heard by hikers in the Chilliwack valley,Not Infected,2006,03-May,49.32014,-121.6064,5,
14344,Report 14344: Possible vocalizations heard by trucker at Bell Irving rest stop near Meziadin Junction,Not Infected,2006,Mar-23,56.54958,-129.4015,5,
15541,Report 15541: Possible nest found near Dawson Creek,Not Infected,2006,Aug-16,55.9027,-120.6502,5,
15571,Report 15571: Campers describe rock throwing on Forbush Lake,Not Infected,2006,Aug-20,49.58458,-125.4051,5,
15888,Report 15888: Possible vocalizations heard by residents near Lillooet,Not Infected,2006,Jun-20,50.94152,-121.8785,5,
15961,Report 15961: Vocalization heard near Ladysmith,Not Infected,2006,Jul-26,49.0489,-123.8713,5,
18441,Report 18441: Possible approach to campers near Chilliwack,Not Infected,2006,Jul-15,49.15235,-121.589,5,
14341,"Report 14341: August 2005; Temagami, Ontario - A father, his son and girlfriend are witness to several incidents in northern Ontario.",Not Infected,2006,04-Aug,47.05556,-79.72499,5,
14405,Report 14405: Possible sighting by motorists south of Green Lake,Not Infected,2006,Apr-13,54.31648,-107.7171,5,
14997,Report 14997: Possible approach to campers near Spring Creek Pass in the San Juan Mountains,Not Infected,2006,06-Oct,37.89225,-107.1971,5,
16648,Report 16648: Hunter reports possible vocalizations in the Danforth Hills near Meeker,Not Infected,2006,11-Apr,40.277,-107.8708,5,
13585,Report 13585: Possible activity near Salmon River State Forest,Not Infected,2006,Jan-17,41.51105,-72.46315,5,
7109,Report 7109: Possible vocalizations heard by hunters and a biologist in Guana River WMA,Not Infected,2006,10-Jul,30.0771,-81.39806,5,
10192,Report 10192: Possible vocalizations and tracks found by hunter on state land near Jay,Not Infected,2006,06-Nov,31.00009,-87.00008,5,
14100,Report 14100: Knocks heard in the Ocala National Forest,Not Infected,2006,03-Nov,28.966,-81.649,5,
14181,"Report 14181: Hunter hears vocalizations, relates other experiences in vicinity.",Not Infected,2006,Mar-16,30.993,-85.97701,5,
14719,Report 14719: Surveyor describes possible stick formations in woods near Jacksonville,Not Infected,2006,09-May,30.2637,-81.49433,5,
15694,Report 15694: Possible daytime sighting by motorist on FL Turnpike outside Orlando (near Ocoee exit),Not Infected,2006,09-Feb,28.5465,-81.5545,5,
16347,Report 16347: Possible mid-day sighting by motorist on I-75  (Alligator Alley) in the Everglades,Not Infected,2006,10-Sep,26.1699,-80.98849,5,
16823,Report 16823: Family describes repeated incidents on their property near Lake Wales.,Not Infected,2006,12-Jan,27.9013,-81.58581,5,
17043,Report 17043: Possible daylight sighting by motorist on I-75 between Sarasota & Bradenton,Not Infected,2006,Nov-26,27.445,-82.391,5,
26276,Report 26276: Man growing up near Taylor recalls several incidents,Not Infected,2006,04-Dec,30.43412,-82.28943,5,
26393,Report 26393: Man experiences loud yells and tree-shaking while deer hunting near Ashville,Not Infected,2006,Nov-20,30.59612,-83.649,5,
14887,"Report 14887: Possible sighting, vocalizations, stalking, etc., near Sweetwater Creek",Not Infected,2006,07-May,33.81283,-84.80283,5,
15329,Report 15329: Man describes his father's sighting near Lakeland,Not Infected,2006,Jul-26,31.0614,-83.07575,5,
17249,Report 17249: Possible vocalizations and an approach to a residence outside Gainesville,Not Infected,2006,Dec-31,34.37537,-83.77232,5,
18377,Report 18377: Possible sighting by multiple witnesses on farm near Buchannan,Not Infected,2006,Dec-18,33.81461,-85.15337,5,
26019,Report 26019: Public service officer hears unidentifiable screams and grunts near Hiram,Not Infected,2006,Jun-21,33.796,-84.79601,5,
43553,Report 43553: Teenage girl startles a gorilla-like animal while walking home in the dark north of Swainsboro,Not Infected,2006,Sep-25,32.74985,-82.24796,5,
23448,Report 23448: Possible nighttime encounter by campers at Volga River State Recreation Area,Not Infected,2006,10-Jul,45.8618,-91.75641,5,
13828,"Report 13828: Possible tracks found outside Clark Fork, near Spring Creek Road",Not Infected,2006,02-Oct,48.15585,-116.1842,5,
15621,Report 15621: Members of a Boy Scout troop hear possible vocalizations at Loon Lake,Not Infected,2006,Jun-27,45.16792,-115.8405,5,
14802,Report 14802: Possible vocalizations heard by camper near Williams Hill Pass in the Shawnee National Forest,Not Infected,2006,May-29,37.61404,-88.50061,5,
15019,Report 15019: Possible vocalizations heard near Yorkville,Not Infected,2006,Jun-21,41.625,-88.4375,5,
15393,Report 15393: Woman describes her son's possible sighting near Lake of Egypt in Shawnee National Forest,Not Infected,2006,Jul-28,37.61095,-88.9319,5,
14845,Report 14845: Possible vocalizations heard near Fredericksburg,Not Infected,2006,May-30,38.43235,-86.19055,5,
15119,Report 15119: Possible indicative sounds heard near Camp Atterbury Military Reservation,Not Infected,2006,07-Jun,39.2152,-86.05825,5,
15374,"Report 15374: Possible vocalizations outside of Elberfeld, Indiana",Not Infected,2006,07-Feb,38.1579,-87.41805,5,
25869,Report 25869: Fisherman hears strange grunts and moans near Glenn Flint Lake,Not Infected,2006,08-Jan,39.72848,-86.93636,5,
29674,Report 29674: Possible encounter while backpacking in the Hoosier National Forest,Not Infected,2006,10-Jan,39.04744,-86.38894,5,
15767,Report 15767: Possible vocalizations and stalking south of Bardstown.,Not Infected,2006,07-Dec,37.689,-85.359,5,
15150,Report 15150: Possible daylight sighting by backwoods motorist couple near Huron National Forest,Not Infected,2006,07-Sep,44.53665,-84.16389,5,
17939,Report 17939: Possible stalking of two people walking in the early evening near Lake Michigan and Gulliver Lake (Upper Peninsula),Not Infected,2006,07-Nov,45.9796,-86.0221,5,
19223,Report 19223: Possible footprints found near Manistee,Not Infected,2006,Nov-20,44.091,-86.42896,5,
21969,Report 21969: Possible vocalization heard at dusk by bowhunter near Glennie,Not Infected,2006,10-Jan,44.56215,-83.78585,5,
27037,Report 27037: Vacationer hears possible howls at night near Henderson Lake,Not Infected,2006,May-15,44.34035,-84.00156,5,
34312,Report 34312: Couple relate possible sighting on their back deck and unexplained activity while camping near Hart,Not Infected,2006,Aug-15,43.689,-86.376,5,
14942,Report 14942: County workers find possible footprints near Bena,Not Infected,2006,06-Jun,47.3304,-94.1211,5,
17545,Report 17545: Possible nighttime sighting by motorist near Ball Club,Not Infected,2006,Jun-20,47.323,-93.9137,5,
14150,Report 14150: Possible mid-day sighting by motorist on Hwy 465 outside Branson,Not Infected,2006,Mar-17,36.71418,-93.25712,5,
15236,Report 15236: Possible vocalizations heard by campers on the Current River,Not Infected,2006,Jun-18,37.2306,-91.30804,5,
36727,Report 36727: Biologist observes a biped on a ridge outside Missoula,Not Infected,2006,Sep-13,46.96508,-114.0725,5,
15554,Report 15554: Man describes his wife's observation of a very tall figure outside their home near King's Mountain,Not Infected,2006,Aug-17,35.194,-81.402,5,
16432,Report 16432: Possilble daylight sighting by hikers (at 300-400 yds.) in Chadron State Park,Not Infected,2006,Oct-29,42.71425,-103.018,5,
13310,Report 13310: Possible sighting near Supawna Meadows National Wildlife Refuge,Not Infected,2006,02-Jan,39.632,-75.5167,5,
14232,Report 14232: Possible Nightime Encounter In Wharton State Forest,Not Infected,2006,04-Jul,39.8234,-74.70135,5,
15062,Report 15062: Possible intimidation in the Pine Barrens,Not Infected,2006,Jul-27,39.934,-74.3966,5,
16604,Report 16604: Possible sighting by motorist at dusk outside Livingston,Not Infected,2006,Dec-17,40.77545,-74.3516,5,
16207,"Report 16207: Possible vocalizations, knocks heard by hunters in the Gallegos peak area",Not Infected,2006,10-Feb,36.19625,-105.5596,5,
15191,Report 15191: Possible daylight sighting by motorist near Minerva,Not Infected,2006,07-Oct,43.81495,-74.00528,5,
15566,Report 15566: Possible vocalizations heard near Sabbath Day Point,Not Infected,2006,Mar-31,43.66344,-73.56614,5,
16540,Report 16540: Possible stalking of hikers on Prospect Mt. near Lake George,Not Infected,2006,Nov-26,43.42645,-73.741,5,
